Run Subrun Event
18673 78 3929 
16525 119 5985 
15149 101 5086 
17972 190 9508 
17972 190 9542 
14610 66 3340 
14542 20 1038 
18026 143 7174 
14558 34 1741 
14174 13 697 
14174 208 10404 
14219 105 5288 
18021 216 10801 
14343 86 4350 
14870 244 12240 
14562 13 667 
15121 9 488 
14802 71 3572 
15182 128 6408 
14784 13 683 
14784 78 3920 
14784 78 3935 
16125 66 3306 
18048 294 14728 
14543 277 13891 
18018 80 4014 
15128 45 2285 
14890 57 2875 
14884 145 7298 
18031 170 8502 
18031 95 4770 
14692 32 1631 
14582 87 4376 
15297 242 12107 
15296 43 2198 
15969 343 17157 
14391 18 932 
18010 126 6350 
15955 45 2268 
16676 254 12729 
15311 17 876 
14259 93 4673 
14211 60 3026 
17978 208 10421 
16274 27 1400 
15086 53 2673 
15097 82 4107 
17858 217 10854 
14259 135 6785 
17955 225 11279 
14468 97 4865 
14770 114 5716 
18021 578 28903 
16067 202 10106 
14488 37 1864 
16160 217 10894 
15411 246 12315 
15291 12 642 
14925 276 13816 
14187 8 444 
15116 287 14395 
14798 76 3839 
14625 12 642 
14625 23 1158 
14121 150 7547 
14375 247 12373 
15074 95 4786 
14812 216 10808 
14535 60 3048 
18468 378 18935 
14920 58 2929 
14917 74 3747 
17850 79 3961 
15111 168 8402 
15111 168 8427 
18062 91 4580 
15125 79 3964 
16113 97 4894 
15103 15 760 
15976 122 6119 
14920 30 1503 
16168 32 1629 
15064 12 649 
17998 55 2793 
17998 66 3333 
16513 43 2167 
16513 50 2550 
15111 269 13454 
15111 269 13496 
18021 651 32586 
18005 96 4820 
14332 62 3140 
18009 9 490 
14623 7 353 
14623 87 4385 
14321 33 1698 
14135 54 2729 
18062 118 5910 
15316 193 9675 
18048 209 10458 
14379 159 7961 
14428 69 3474 
14428 96 4845 
17876 65 3281 
17876 158 7940 
14390 66 3342 
14390 66 3349 
16115 0 5 
14801 31 1599 
15398 131 6582 
15016 17 870 
18010 223 11163 
14550 195 9784 
15295 4 234 
15343 104 5245 
15343 212 10637 
15130 6 324 
18609 208 10403 
14812 111 5595 
14722 226 11315 
14958 38 1920 
15339 154 7741 
15013 28 1424 
17779 3 165 
14418 218 10930 
17972 186 9335 
14301 144 7220 
14290 144 7225 
18574 447 22398 
17989 155 7757 
16188 127 6366 
18039 37 1862 
16028 278 13901 
14743 101 5090 
15013 5 288 
14805 216 10813 
14805 216 10830 
14610 23 1194 
17853 137 6892 
17719 91 4565 
17719 125 6251 
18014 27 1384 
14873 176 8804 
18031 130 6520 
14622 23 1173 
14233 23 1181 
14763 13 678 
18059 164 8203 
18021 690 34505 
17986 210 10501 
14935 102 5139 
16095 14 720 
17787 27 1387 
18497 2 123 
14553 43 2184 
17354 51 2566 
17861 254 12717 
17985 70 3548 
17985 200 10008 
18021 519 25967 
18615 154 7711 
14810 4 208 
14810 20 1007 
15172 46 2307 
16288 25 1258 
17720 14 749 
17835 83 4172 
17850 17 887 
18202 5 274 
18021 689 34498 
14903 120 6022 
14557 110 5528 
14297 38 1943 
14297 84 4201 
14297 239 11987 
14686 42 2127 
15160 83 4186 
18010 324 16245 
15103 224 11224 
14644 262 13111 
14376 125 6258 
14682 68 3438 
